lsoacode_2011,totalpop_2015
E01003191,1663
E01003192,1695
E01003193,1704
E01003194,1853
E01003195,1585
E01003196,1747
E01003197,1700
E01003198,1542
E01003199,1828
E01003200,1662
E01003201,1612
E01003202,1627
E01003203,1932
E01003204,1350
E01003205,1464
E01003206,1704
E01003207,1684
E01003209,2074
E01003210,1890
E01003211,1602
E01003212,2203
E01003213,1880
E01003214,1884
E01003215,2047
E01003216,1874
E01003217,1638
E01003218,1601
E01003219,1728
E01003220,1736
E01003221,2037
E01003222,1688
E01003223,1752
E01003224,1765
E01003225,1641
E01003226,1825
E01003227,1676
E01003228,1570
E01003229,1655
E01003230,2008
E01003231,1628
E01003232,1841
E01003233,1785
E01003235,1327
E01003236,1616
E01003237,1656
E01003238,1450
E01003239,1542
E01003240,1990
E01003241,1718
E01003243,1490
E01003244,1647
E01003245,1869
E01003246,1677
E01003247,2097
E01003248,1722
E01003249,2053
E01003250,2216
E01003251,2258
E01003252,1478
E01003253,1512
E01003254,1502
E01003255,2089
E01003256,2396
E01003257,1799
E01003258,1603
E01003259,1816
E01003260,1847
E01003261,1492
E01003262,1434
E01003263,1729
E01003264,1451
E01003265,1576
E01003266,1762
E01003267,1543
E01003268,1895
E01003269,1606
E01003270,1785
E01003271,1699
E01003272,1975
E01003273,2097
E01003274,1707
E01003275,1730
E01003276,1897
E01003277,1796
E01003278,1953
E01003279,1620
E01003280,1789
E01003281,1634
E01003282,2645
E01003283,2343
E01003284,1984
E01003285,1837
E01003286,1765
E01003287,2101
E01003288,2007
E01003290,1672
E01003291,1469
E01003292,1584
E01003293,1552
E01003295,1705
E01003296,3703
E01003297,1643
E01003298,1267
E01003299,1700
E01003300,1407
E01003301,2213
E01003302,1542
E01003303,1468
E01003304,2139
E01003305,1765
E01003307,1541
E01003308,1984
E01003309,1560
E01003310,1692
E01003311,1636
E01003312,1791
E01003313,1551
E01003314,1727
E01003315,1362
E01003316,1539
E01003317,1959
E01003318,1748
E01003319,1896
E01003320,1388
E01003321,2038
E01003322,1560
E01003323,1456
E01003324,1566
E01003325,1879
E01003326,1581
E01003327,1955
E01003328,1844
E01003329,1747
E01003330,1649
E01003331,1532
E01003332,1628
E01003333,1594
E01003334,1858
E01003335,1470
E01003336,1523
E01003337,1678
E01003338,2000
E01003339,1806
E01003340,1903
E01003341,1550
E01003342,1723
E01003343,1500
E01003344,1843
E01003345,2057
E01003346,1691
E01003347,1825
E01003348,1660
E01003349,1609
E01003350,1299
E01003351,1505
E01003352,2331
E01003353,1811
E01003354,1862
E01032564,1327
E01032565,1548
E01032579,1602
E01033320,1731
E01033322,1413
E01033324,1645
E01033325,1481
E01033327,1661
E01033341,1238
E01003355,1600
E01003356,1826
E01003357,1781
E01003358,1916
E01003359,1819
E01003360,1828
E01003361,1663
E01003362,1364
E01003363,1589
E01003364,1768
E01003365,1393
E01003366,1593
E01003367,2391
E01003368,1619
E01003369,1687
E01003370,2045
E01003371,1588
E01003372,1580
E01003373,1505
E01003374,1665
E01003375,1724
E01003376,1590
E01003377,1652
E01003378,2131
E01003379,1968
E01003380,1693
E01003381,1469
E01003382,1603
E01003383,1602
E01003384,1500
E01003385,1645
E01003386,2249
E01003387,1965
E01003388,1551
E01003389,1680
E01003390,1704
E01003391,1338
E01003392,1322
E01003393,1609
E01003394,1947
E01003395,1534
E01003396,1635
E01003397,1562
E01003398,1806
E01003399,1366
E01003400,1486
E01003401,1381
E01003402,1614
E01003403,1524
E01003404,1744
E01003405,2146
E01003406,1623
E01003407,1882
E01003408,1946
E01003409,1775
E01003410,1610
E01003411,1860
E01003412,1686
E01003413,2026
E01003414,1649
E01003415,1975
E01003416,1530
E01003417,1568
E01003418,1418
E01003419,1799
E01003420,1326
E01003421,1645
E01003422,1380
E01003423,1630
E01003424,1512
E01003425,1455
E01003426,1716
E01003427,1887
E01003428,1510
E01003429,1451
E01003430,1537
E01003431,1628
E01003432,1455
E01003433,1564
E01003434,1572
E01003435,1832
E01003436,1575
E01003437,1887
E01003438,1736
E01003439,1464
E01003440,1607
E01003441,1819
E01003442,1585
E01003443,1612
E01003444,1657
E01003445,1712
E01003446,1791
E01003447,1605
E01003448,2030
E01003449,1780
E01003450,1630
E01003451,1627
E01003452,2021
E01003453,1768
E01003454,1408
E01003455,1654
E01003456,1685
E01003457,1612
E01003458,1618
E01003459,2203
E01003460,1497
E01003461,1374
E01003462,1408
E01003463,1322
E01003464,1396
E01003465,1191
E01003466,1707
E01003467,1704
E01003468,1706
E01003469,1612
E01003470,1818
E01003471,1655
E01003472,1321
E01003473,1262
E01003474,1273
E01003475,2723
E01003476,1375
E01003477,1532
E01003478,1596
E01003479,1577
E01003480,2296
E01003481,1558
E01003482,3092
E01003483,1596
E01003484,1717
E01003485,1639
E01003486,1262
E01003487,1340
E01003488,1987
E01003489,1824
E01003490,1945
E01003491,2209
E01003492,2199
E01003493,2445
E01003494,2390
E01003495,2202
E01003496,1424
E01003497,1717
E01003498,1855
E01003499,2601
E01003500,2202
E01003501,2355
E01003502,2042
E01003503,2246
E01003506,1318
E01003507,2518
E01003508,1896
E01003509,2108
E01003511,1613
E01003512,1951
E01003513,1707
E01003514,1604
E01003515,1925
E01003516,1909
E01003517,1757
E01003518,1671
E01003519,1618
E01003520,2173
E01003521,2537
E01003522,1941
E01003523,2073
E01003524,2258
E01003525,2167
E01003526,1951
E01003527,2138
E01003528,1481
E01003529,2461
E01003530,1842
E01003531,2166
E01003532,2084
E01003533,2180
E01003534,2412
E01003535,1807
E01003536,1911
E01003537,2219
E01003538,2184
E01003539,2375
E01003540,2034
E01003541,2062
E01003542,2060
E01003543,2665
E01003544,1875
E01003545,1783
E01003546,1902
E01003547,1965
E01003548,2338
E01003549,2175
E01003550,1860
E01003551,1915
E01003552,1736
E01003553,1901
E01003554,1933
E01003555,1906
E01003556,2080
E01003557,2086
E01003558,1617
E01003559,2609
E01003560,1863
E01003561,1953
E01003562,2261
E01003563,2162
E01003564,2435
E01003565,1931
E01003566,1851
E01003567,1923
E01003568,2367
E01003569,1959
E01003570,2074
E01003571,2278
E01003572,1775
E01003573,2234
E01003574,2620
E01003575,1759
E01003576,2065
E01003577,2210
E01003578,2209
E01003579,2049
E01003580,2003
E01003581,1958
E01003582,1745
E01003583,1978
E01003584,2026
E01003585,1733
E01003586,1968
E01003587,2604
E01003588,1851
E01003589,1965
E01003590,1566
E01003591,2277
E01003592,1897
E01003593,1565
E01003594,1792
E01003595,1849
E01003596,1889
E01003597,1625
E01003598,2034
E01003599,1661
E01003600,1686
E01003601,2293
E01003602,2182
E01003603,1995
E01003604,2433
E01003605,2371
E01003606,2421
E01003607,1772
E01003608,2209
E01003609,3894
E01003611,1953
E01003615,1945
E01003616,1864
E01003617,2972
E01003618,2154
E01003619,2362
E01003621,1696
E01003622,1769
E01003623,1891
E01003624,1727
E01003625,1787
E01003626,1575
E01003627,1555
E01003628,1749
E01003629,1602
E01003630,2198
E01003631,1901
E01003632,2496
E01003633,1890
E01003634,1932
E01003635,2001
E01003636,2044
E01003637,1920
E01033574,1506
E01033575,1232
E01033576,1836
E01033577,1594
E01033578,3467
E01033579,1546
E01033580,1785
E01033581,1848
E01033582,1598
E01033583,9551
E01033584,1624
E01033585,2533
E01033586,1754
E01003638,1695
E01003639,2012
E01003640,1847
E01003641,1631
E01003642,1802
E01003643,2017
E01003644,1619
E01003645,2732
E01003646,1962
E01003647,1883
E01003648,1504
E01003649,1639
E01003650,1498
E01003651,1504
E01003652,1604
E01003653,1610
E01003654,1615
E01003655,1569
E01003656,1578
E01003657,2328
E01003658,1787
E01003659,1734
E01003660,1798
E01003661,1930
E01003662,2233
E01003663,1918
E01003664,1758
E01003665,1728
E01003666,2920
E01003668,1688
E01003669,1675
E01003670,1545
E01003671,1557
E01003672,1783
E01003673,1872
E01003674,2460
E01003675,1720
E01003676,1804
E01003677,1664
E01003678,1627
E01003679,1699
E01003680,1940
E01003681,1861
E01003682,1773
E01003683,2280
E01003684,1958
E01003685,1955
E01003686,2128
E01003688,1942
E01003689,1749
E01003690,1908
E01003691,1549
E01003692,1689
E01003693,1621
E01003694,1471
E01003695,1524
E01003696,1961
E01003697,1683
E01003698,1432
E01003699,1590
E01003700,2298
E01003701,1836
E01003702,1798
E01003703,2699
E01003704,1770
E01003705,2337
E01003706,1714
E01003707,1351
E01003708,1562
E01003709,1708
E01003710,1465
E01003711,1860
E01003712,1221
E01003713,1816
E01003714,2252
E01003715,2129
E01003716,1874
E01003718,1966
E01003719,2204
E01003720,1860
E01003721,1866
E01003722,1986
E01003723,1909
E01003724,1464
E01003725,1564
E01003726,1607
E01003727,1705
E01003728,2886
E01003729,1840
E01003730,1700
E01003731,1540
E01003732,1829
E01003733,1751
E01003734,1816
E01003735,2473
E01003736,1636
E01003737,1852
E01003738,2282
E01003739,2362
E01003740,2257
E01003741,1842
E01003742,2330
E01003743,1888
E01003744,1364
E01003745,1428
E01003746,1555
E01003747,1309
E01003748,1542
E01003749,1616
E01003750,1726
E01003751,2012
E01003752,2794
E01003753,2065
E01003754,1739
E01003755,2088
E01003756,2170
E01003757,2145
E01003758,2904
E01003759,1565
E01003760,2005
E01003761,1841
E01003762,1704
E01003763,1996
E01003764,2157
E01003765,1890
E01003766,1892
E01003767,1991
E01003768,1834
E01003769,1784
E01003770,3089
E01003771,2067
E01003772,1815
E01003773,1834
E01003774,1817
E01003775,1893
E01003776,1781
E01003777,1836
E01003778,2038
E01003779,1607
E01003780,1574
E01003781,1871
E01003782,1801
E01003783,2496
E01003784,1873
E01003785,2094
E01003786,1558
E01003787,1585
E01003788,1958
E01003789,1442
E01003790,1464
E01003791,1529
E01003792,1433
E01003793,1650
E01003794,1564
E01003795,1223
E01003796,1608
E01032581,2004
E01033589,2129
E01033590,1540
E01033591,2057
E01033592,1914
E01003797,1468
E01003798,1476
E01003799,1628
E01003800,1488
E01003801,1283
E01003802,1294
E01003803,1494
E01003804,1708
E01003805,1602
E01003806,1606
E01003807,1951
E01003808,1900
E01003809,1712
E01003810,1690
E01003811,1771
E01003812,1986
E01003813,1645
E01003814,1732
E01003815,1957
E01003816,1747
E01003817,1959
E01003818,1632
E01003819,1714
E01003820,2076
E01003821,1551
E01003822,1432
E01003823,1705
E01003824,1623
E01003825,1818
E01003826,1800
E01003827,1886
E01003828,1521
E01003829,1700
E01003830,1743
E01003831,1720
E01003832,1495
E01003833,1423
E01003834,2249
E01003835,1619
E01003836,1480
E01003837,1984
E01003838,1913
E01003839,2146
E01003840,1622
E01003841,2075
E01003842,1655
E01003843,2117
E01003844,1448
E01003845,1707
E01003846,1709
E01003847,1523
E01003848,1855
E01003849,1509
E01003851,1633
E01003852,1382
E01003853,1506
E01003854,1489
E01003855,1865
E01003856,1623
E01003857,1918
E01003858,1622
E01003859,1637
E01003860,1763
E01003861,1863
E01003862,1673
E01003863,1463
E01003864,1522
E01003865,1353
E01003866,1669
E01003867,1537
E01003868,1507
E01003869,1652
E01003870,1922
E01003871,1859
E01003872,1503
E01003873,1655
E01003874,1563
E01003875,1624
E01003876,1670
E01003877,1641
E01003878,1424
E01003879,1646
E01003880,1479
E01003881,1776
E01003882,1916
E01003883,1911
E01003884,1815
E01003885,1528
E01003886,1730
E01003887,1794
E01003888,2047
E01003889,1740
E01003890,1570
E01003891,1812
E01003892,2017
E01003893,1602
E01003894,1752
E01003895,1750
E01003896,1870
E01003897,1847
E01003898,1596
E01003899,1474
E01003900,1570
E01003901,1768
E01003902,1316
E01003903,1673
E01003904,1689
E01003905,1392
E01003906,1730
E01003907,1765
E01003908,1837
E01003909,1619
E01003910,1719
E01033570,1750
E01033571,1539
E01003911,1802
E01003912,1458
E01003913,1945
E01003914,1953
E01003915,1916
E01003916,2241
E01003917,1926
E01003918,1545
E01003919,1827
E01003920,1957
E01003921,1596
E01003922,2121
E01003923,1837
E01003924,2031
E01003925,1577
E01003926,1437
E01003927,3056
E01003929,2337
E01003930,1589
E01003932,1570
E01003933,1533
E01003934,1756
E01003935,1300
E01003936,3263
E01003937,1364
E01003938,1632
E01003939,1904
E01003940,1379
E01003941,2031
E01003942,1560
E01003943,1211
E01003945,1723
E01003946,1788
E01003947,1509
E01003948,1679
E01003949,1967
E01003950,1849
E01003951,1478
E01003952,1723
E01003953,2109
E01003954,1632
E01003955,1962
E01003956,1721
E01003957,1790
E01003958,1749
E01003960,1984
E01003961,2150
E01003963,1626
E01003964,2152
E01003966,1949
E01003967,984
E01003968,1334
E01003969,2386
E01003970,1234
E01003971,1374
E01003972,1729
E01003973,1722
E01003974,1319
E01003975,1849
E01003976,2276
E01003977,2127
E01003978,2710
E01003979,1754
E01003980,1964
E01003981,2278
E01003983,2296
E01003984,2058
E01003986,1574
E01003987,1873
E01003988,2300
E01003989,1959
E01003990,2190
E01003991,1189
E01003992,1710
E01003993,1951
E01003994,1484
E01003995,1479
E01003997,1300
E01003998,1467
E01003999,1560
E01004000,2181
E01004001,1794
E01004002,1912
E01004003,1946
E01004004,2837
E01004005,2392
E01004006,2219
E01004007,1346
E01004008,2050
E01004010,1601
E01004011,2412
E01004012,2466
E01004013,1484
E01004014,1763
E01004015,1659
E01004016,2602
E01004017,1563
E01004018,1935
E01004019,2506
E01004020,1739
E01004021,2124
E01004022,3548
E01004023,1833
E01004024,2234
E01004027,2389
E01004028,2532
E01004029,2309
E01004030,1596
E01004031,2174
E01004032,1956
E01004033,2595
E01004034,1751
E01004035,1514
E01004036,2151
E01004037,2108
E01004038,2549
E01004039,1677
E01004040,1860
E01004041,1725
E01004042,1789
E01004043,1486
E01004044,1562
E01004045,1537
E01004046,1762
E01004047,1643
E01004048,1617
E01004049,2096
E01004050,1573
E01004051,1657
E01004052,1891
E01004053,1901
E01004054,1631
E01004055,1300
E01004056,2118
E01004057,1712
E01004058,1758
E01004059,1491
E01004060,2010
E01004061,1880
E01004062,2301
E01004063,2044
E01004064,2095
E01004065,1518
E01004066,2164
E01004067,2264
E01004068,2127
E01004069,1516
E01004070,2031
E01004071,1513
E01004072,1825
E01004073,2137
E01004074,1947
E01004075,1817
E01032583,1538
E01032584,1292
E01032637,1474
E01032638,1362
E01032639,2102
E01032640,1506
E01032646,1709
E01032719,1611
E01032720,1249
E01032722,2065
E01032803,1314
E01032805,2645
E01032834,1198
E01004076,1569
E01004077,1603
E01004078,1715
E01004079,1431
E01004080,1336
E01004081,1598
E01004082,1420
E01004083,1415
E01004084,1450
E01004085,1604
E01004086,1821
E01004087,1464
E01004088,1941
E01004089,1453
E01004090,1318
E01004091,1276
E01004092,1501
E01004093,1539
E01004094,1813
E01004095,1514
E01004096,1509
E01004097,1728
E01004098,1272
E01004099,1446
E01004100,1475
E01004101,1399
E01004102,1434
E01004103,1680
E01004104,1566
E01004105,1881
E01004106,1604
E01004107,1609
E01004108,2020
E01004109,1712
E01004110,1977
E01004111,1573
E01004112,1605
E01004114,1737
E01004115,1763
E01004116,1607
E01004117,1392
E01004118,1829
E01004119,1432
E01004120,1622
E01004121,1629
E01004122,1408
E01004123,2360
E01004124,1930
E01004125,1604
E01004126,1465
E01004127,1702
E01004128,1478
E01004129,1908
E01004130,1609
E01004131,1720
E01004132,1545
E01004133,1475
E01004134,1457
E01004135,1447
E01004136,1558
E01004137,1710
E01004138,1696
E01004139,1433
E01004140,1568
E01004141,1652
E01004142,2266
E01004143,1447
E01004144,1686
E01004145,2175
E01004146,1758
E01004147,1606
E01004148,1745
E01004149,1930
E01004150,1659
E01004151,1858
E01004152,1781
E01004153,1892
E01004154,1441
E01004155,1769
E01004156,1887
E01004157,1252
E01004158,1589
E01004159,1559
E01004160,1647
E01004161,1524
E01004162,1597
E01004163,1654
E01004164,1408
E01004165,1770
E01004166,1480
E01004167,1391
E01004168,1560
E01004169,1372
E01004170,2211
E01004171,1528
E01004172,1668
E01004173,1347
E01004174,1470
E01004175,1737
E01004176,1602
E01004177,1935
E01004178,2193
E01004179,1581
E01004180,1687
E01004181,1739
E01004182,1632
E01004183,1787
E01004184,1628
E01004185,1526
E01004186,1754
E01004187,1613
E01004188,1842
E01004189,1982
E01004190,1384
E01004191,1850
E01004192,1993
E01004193,2941
E01004194,1462
E01004195,1709
E01004196,1527
E01032623,1832
E01004197,2919
E01004198,1610
E01004199,1692
E01004200,1534
E01004201,1654
E01004202,1736
E01004203,1903
E01004204,1842
E01004205,2324
E01004206,1481
E01004207,1373
E01004208,2283
E01004209,1421
E01004211,1592
E01004212,1989
E01004214,1679
E01004215,3795
E01004216,1839
E01004217,1984
E01004218,1896
E01004219,2384
E01004221,2134
E01004222,2862
E01004223,2321
E01004224,2307
E01004225,2696
E01004226,2227
E01004228,2120
E01004229,1617
E01004230,2225
E01004231,1889
E01004232,1791
E01004233,2085
E01004234,2193
E01004235,1380
E01004236,1772
E01004237,1433
E01004238,4477
E01004239,1670
E01004240,1894
E01004241,1801
E01004242,4375
E01004243,1697
E01004244,2185
E01004245,1517
E01004246,2598
E01004247,2585
E01004248,1743
E01004249,2247
E01004250,2613
E01004251,2324
E01004252,2969
E01004253,3171
E01004254,2760
E01004255,1691
E01004256,1927
E01004257,2157
E01004258,1580
E01004259,1744
E01004260,1862
E01004261,2532
E01004262,1666
E01004263,1514
E01004264,1577
E01004266,1539
E01004267,2322
E01004268,1963
E01004269,2471
E01004270,2789
E01004271,1710
E01004272,2500
E01004273,2419
E01004274,2142
E01004275,2231
E01004276,2325
E01004277,1710
E01004280,1950
E01004281,1899
E01004283,2607
E01004284,3602
E01004285,2206
E01004286,2557
E01004287,2321
E01004288,1747
E01004289,2076
E01004290,1932
E01004291,1983
E01004292,1894
E01004293,2177
E01004294,1818
E01004295,1879
E01004296,2279
E01004297,1972
E01004298,1708
E01004300,1541
E01004301,1402
E01004302,2243
E01004303,2894
E01004304,2117
E01004305,2099
E01004306,1664
E01004307,2869
E01004308,1516
E01004309,3314
E01004310,1980
E01004311,1657
E01004312,1551
E01004313,2230
E01004314,1164
E01004315,1744
E01004316,1137
E01004317,3633
E01004318,1600
E01004319,2099
E01004321,1928
E01004322,1346
E01004323,1576
E01004324,1606
E01004325,3066
E01004326,1755
E01032764,2066
E01032765,1801
E01032766,1534
E01032767,2341
E01032768,1586
E01032769,1450
E01032770,1420
E01032771,1542
E01032772,1644
E01032773,3102
E01032774,1466
E01032775,1214
E01032776,1602
E01032777,1586
E01032778,1135
E01032779,1614
E01032780,1675
E01032781,1785
E01032782,2436
E01032783,1498
E01032784,1790
E01032785,2153
E01032786,1589
E01032787,2482
E01004327,1204
E01004328,1940
E01004329,1950
E01004330,1794
E01004331,1971
E01004332,1957
E01004333,1809
E01004334,1532
E01004335,1732
E01004336,1864
E01004337,2085
E01004338,1787
E01004339,1925
E01004340,1786
E01004341,2000
E01004342,2327
E01004343,1812
E01004344,1900
E01004345,1974
E01004346,1773
E01004347,2152
E01004348,2837
E01004349,1516
E01004350,1848
E01004351,1617
E01004352,1907
E01004353,1837
E01004354,1884
E01004355,1668
E01004356,1619
E01004357,1613
E01004358,1830
E01004359,1719
E01004360,1336
E01004361,1323
E01004362,1680
E01004363,1612
E01004364,1959
E01004365,2344
E01004366,2022
E01004367,1684
E01004368,1954
E01004369,1921
E01004370,1879
E01004371,1644
E01004372,1985
E01004373,1871
E01004374,1959
E01004375,1860
E01004376,2065
E01004377,1837
E01004378,1983
E01004379,1874
E01004380,1553
E01004381,1968
E01004382,1455
E01004383,1705
E01004384,2065
E01004385,1386
E01004386,1703
E01004387,1510
E01004388,1609
E01004389,1761
E01004390,1592
E01004391,2159
E01004392,2507
E01004393,2229
E01004394,1825
E01004395,1625
E01004396,1945
E01004397,2559
E01004398,2067
E01004399,1729
E01004400,1730
E01004401,2302
E01004402,1828
E01004403,1870
E01004404,2772
E01004405,1631
E01004406,1909
E01004407,2427
E01004408,1653
E01004409,1688
E01004410,1768
E01004411,1691
E01004412,1776
E01004413,1648
E01004414,1713
E01004415,1616
E01004416,1730
E01004417,1797
E01004418,1764
E01004419,1817
E01004420,2075
E01004421,2098
E01004422,1751
E01004423,2121
E01004424,1817
E01004425,2071
E01004426,1747
E01004427,2201
E01004428,1989
E01004429,2015
E01004430,2224
E01004432,1867
E01004434,2026
E01004435,2302
E01004436,1850
E01004437,1938
E01004438,2248
E01004439,1811
E01004440,2264
E01004441,1717
E01004442,1771
E01004443,1887
E01004444,2566
E01004445,1634
E01004446,2000
E01004447,1880
E01004448,1898
E01004449,1774
E01004450,1744
E01004451,1865
E01004452,1772
E01004453,1718
E01004454,1929
E01004455,1670
E01004456,1651
E01004457,1874
E01004458,1984
E01004459,1705
E01004460,1893
E01004461,2320
E01004462,1918
E01004463,2012
E01004464,1681
E01004465,1517
E01004466,1609
E01004467,2400
E01004468,1712
E01004469,1721
E01004470,1566
E01004471,1806
E01033153,3019
E01004472,1924
E01004473,1743
E01004474,1923
E01004475,1469
E01004476,1921
E01004477,1705
E01004478,1629
E01004479,1602
E01004480,1749
E01004481,1637
E01004482,1601
E01004483,2098
E01004484,1463
E01004485,1638
E01004486,1409
E01004487,1534
E01004488,1472
E01004489,1388
E01004490,1470
E01004491,2944
E01004492,1716
E01004493,1862
E01004494,1788
E01004495,1466
E01004496,2099
E01004497,1440
E01004498,1564
E01004499,1526
E01004500,1915
E01004501,1554
E01004502,1615
E01004503,1674
E01004504,1490
E01004505,1687
E01004506,1938
E01004507,1981
E01004508,2155
E01004509,2288
E01004510,2151
E01004511,1593
E01004512,1495
E01004513,1917
E01004514,1789
E01004515,1828
E01004516,1796
E01004517,2267
E01004518,1826
E01004519,1832
E01004520,1440
E01004521,2224
E01004522,1743
E01004523,1839
E01004524,1867
E01004525,1954
E01004526,1679
E01004527,1589
E01004528,1743
E01004529,2247
E01004530,1863
E01004531,1656
E01004532,1483
E01004533,1347
E01004534,1863
E01004535,1774
E01004536,2525
E01004537,1854
E01004538,2099
E01004539,2033
E01004540,2091
E01004541,1706
E01004542,1607
E01004543,1659
E01004544,1483
E01004545,1689
E01004546,1524
E01004547,1494
E01004548,2087
E01004549,1663
E01004550,1536
E01004551,1860
E01004552,2164
E01004553,1812
E01004554,1756
E01004555,1747
E01004556,1763
E01004557,1670
E01004558,1862
E01004559,1494
E01004560,2104
E01004562,1872
E01004563,2250
E01004564,1748
E01004565,1689
E01004566,1605
E01004567,2449
E01004568,1862
E01004569,2401
E01004570,2038
E01004571,1859
E01004572,1712
E01004573,1727
E01004574,1873
E01004575,1700
E01004576,1618
E01004577,2006
E01004579,1597
E01004580,2098
E01004581,1822
E01004582,2195
E01004583,1921
E01004584,1778
E01004585,2043
E01004586,2089
E01004587,1925
E01004588,2016
E01004589,1902
E01004590,1859
E01004591,1952
E01004592,1724
E01004593,1783
E01004594,1515
E01004595,1723
E01004596,1600
E01004597,1772
E01004598,1764
E01004599,1545
E01004600,2417
E01004601,2283
E01004602,1673
E01004604,1651
E01004605,1799
E01004606,1707
E01004607,1775
E01004608,1661
E01004609,2029
E01004610,1945
E01004611,1574
E01004612,1653
E01004613,1549
E01004614,2160
E01004615,1835
E01004616,2174
E01004617,1951
E01004618,1507
E01004619,1404
E01004620,1733
E01004621,1662
E01004622,1523
E01004623,1791
E01004624,1548
E01004625,1417
E01004626,1877
E01004627,1656
E01004628,2333
E01004629,1636
E01004630,1761
E01004631,1539
E01004632,1494
E01004633,1560
E01004634,1531
E01004635,1658
E01004636,1547
E01004637,1443
E01004638,1463
E01004639,1677
E01004640,1717
E01004641,1878
E01004642,2170
E01004643,2072
E01004644,2317
E01004645,2206
E01033093,2265
E01033098,1408
E01033099,1365
E01033100,1310
E01033101,1792
E01033132,1157
E01033133,1323
E01033135,1055
E01004646,1871
E01004647,1729
E01004648,2674
E01004649,1950
E01004650,2376
E01004651,2344
E01004652,1932
E01004653,1956
E01004654,2640
E01004656,2253
E01004657,1612
E01004658,1446
E01004659,2113
E01004660,2144
E01004661,2013
E01004662,1953
E01004663,1678
E01004665,1685
E01004666,1077
E01004667,1747
E01004668,1515
E01004669,1753
E01004670,2898
E01004674,2256
E01004675,2466
E01004676,1759
E01004677,1919
E01004678,2166
E01004679,2361
E01004680,1407
E01004681,2198
E01004682,1587
E01004683,1520
E01004684,1590
E01004686,1306
E01004687,1703
E01004688,2404
E01004689,1444
E01004690,1700
E01004691,1633
E01004692,1549
E01004693,1568
E01004694,2037
E01004695,1409
E01004696,1618
E01004697,1706
E01004698,1684
E01004699,2374
E01004700,2005
E01004701,1722
E01004702,2783
E01004703,2425
E01004705,1603
E01004706,1669
E01004707,2091
E01004708,1716
E01004709,1773
E01004710,1715
E01004711,1965
E01004712,1959
E01004713,1973
E01004714,2199
E01004715,2292
E01004716,1692
E01004717,1779
E01004718,2173
E01004719,2042
E01004720,2159
E01004721,2131
E01004722,2524
E01004723,2475
E01004724,1997
E01004725,1582
E01004726,1904
E01004727,2351
E01004728,1666
E01004729,1778
E01004730,1908
E01004731,2043
E01004732,1727
E01004733,2605
E01004734,1662
E01004735,1192
E01004736,1655
E01004737,1416
E01004738,1700
E01004739,1342
E01004740,1636
E01004741,1411
E01004742,1491
E01004743,1587
E01004744,1456
E01004745,2420
E01004746,1559
E01004747,2505
E01004748,1749
E01004749,3016
E01004750,1622
E01004751,1879
E01004752,1768
E01004753,1801
E01004754,1814
E01004755,2504
E01004756,1829
E01004757,1694
E01004760,1703
E01004761,1978
E01004762,2459
E01004763,2505
E01004765,2249
E01032512,2753
E01032513,1371
E01033593,1508
E01033594,1137
E01033595,1312
E01033596,1324
E01033597,1106
E01033598,1365
E01033599,1751
E01033600,1365
E01033601,1664
E01033602,1873
E01033603,1342
E01033604,1346
E01033605,2186
E01033606,1162
E01033607,1241
E01033608,1490
